Remisión,Estatus,Volumen,#Cliente,Cliente,Obra,Punto de entrega,Prod Comercial,Prod Tecnico,Product Description,Resistencia Diseño,Comentarios Externos,Camion,Placas,Chofer,B/NB,Fecha,Hora Carga,A1-Teórica,A1-Real,A1-$,A55-Teórica,A55-Real,A55-$,A92-Teórica,A92-Real,A92-$,ARL-Teórica,ARL-Real,ARL-$,C1-Teórica,C1-Real,C1-$,G10-Teórica,G10-Real,G10-$,G20-Teórica,G20-Real,G20-$,M12-Teórica,M12-Real,M12-$,R22-Teórica,R22-Real,R22-$,Costo Total ,Costo / m3,Costo / F'c,Cemento / m3,Ponderado F'c - M3,Ponderado F'c - Cemento,% del Volumen,Cemento / F'c
P003-002964,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4102_0001
EJE 1-2",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/9/25,8:10:56 PM,685.0,686.0,32.1,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,420.3","5,358.0","3,841.9","3,900.0","3,879.0","14,817.8","4,256.7","4,319.0","1,405.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,857.93","$4,309.66",$47.01,646.5,503.8,510.3242355,0.002651231,1.2
P003-002965,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4102_0001
EJE 1-2",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/9/25,8:27:22 PM,685.0,665.0,31.1,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,420.3","5,394.0","3,867.7","3,900.0","3,943.0","15,062.3","4,256.7","4,281.0","1,393.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,114.87","$4,352.48",$47.48,657.2,503.8,510.3242355,0.002651231,1.2
P003-002966,Terminado,5.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT011A_0005
686MTT012_0037
686MTT012_0038
686MTT012_0039
686MTT013_0020
686MTT013_0021
686MTT013_0022
686MTT016_0024",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/10/25,5:38:18 AM,"1,006.4","1,007.0",47.2,0.0,0.0,0.0,7.2,7.4,679.4,"3,435.4","3,396.0","2,435.1","2,915.0","2,922.0","11,162.0",0.0,0.0,0.0,"5,326.1","5,325.0","1,258.0",0.0,0.0,0.0,17.5,0.0,0.0,"$15,581.73","$2,939.95",$44.52,551.3,503.8,510.3242355,0.00234192,1.6
P003-002967,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT011A_0005
686MTT012_0037
686MTT012_0038
686MTT012_0039
686MTT013_0020
686MTT013_0021
686MTT013_0022
686MTT016_0024",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/10/25,7:09:32 AM,949.5,950.0,44.5,0.0,0.0,0.0,6.8,7.0,643.2,"3,241.0","3,181.0","2,280.9","2,750.0","2,751.0","10,508.8",0.0,0.0,0.0,"5,024.6","5,032.0","1,188.8",0.0,0.0,0.0,16.5,0.0,0.0,"$14,666.22","$2,933.24",$41.90,550.2,503.8,510.3242355,0.002209359,1.6
P003-002968,Terminado,6.80,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT011A_0005
686MTT012_0037
686MTT012_0038
686MTT012_0039
686MTT013_0020
686MTT013_0021
686MTT013_0022
686MTT016_0024
",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/10/25,11:20:38 AM,"1,291.3","1,292.0",60.5,0.0,0.0,0.0,9.4,9.4,869.7,"4,407.7","4,341.0","3,112.7","3,740.0","3,763.0","14,374.7",0.0,0.0,0.0,"6,833.4","6,846.0","1,617.4",0.0,0.0,0.0,22.4,0.0,0.0,"$20,034.88","$2,946.31",$57.24,553.4,503.8,510.3242355,0.003004728,1.6
P003-002969,Terminado,6.90,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT011A_0005
686MTT012_0037
686MTT012_0038
686MTT012_0039
686MTT013_0020
686MTT013_0021
686MTT013_0022
686MTT016_0024
",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/10/25,3:07:29 PM,"1,310.3","1,311.0",61.4,0.0,0.0,0.0,9.4,9.6,887.8,"4,472.5","4,482.0","3,213.8","3,795.0","3,804.0","14,531.3",0.0,0.0,0.0,"6,933.9","6,871.0","1,623.3",0.0,0.0,0.0,22.8,0.0,0.0,"$20,317.51","$2,944.57",$58.05,551.3,503.8,510.3242355,0.003048915,1.6
P003-002970,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LPR-04
VIADUCTO MATADERO
TRAMO 03
PRL321A_0001
PRL315C_0001
PRL316C_0001
PRL317C_0001
PRL318C_0001
PRL319C_0001
PRL320C_0001
PRL321C_0001
EJE 18-19
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/10/25,5:59:10 PM,500.3,501.0,23.5,41.9,42.0,"3,064.0",19.6,19.6,"1,811.8","4,849.5","4,822.0","3,457.6","2,750.0","2,726.0","10,413.3","2,320.9","2,346.0",763.6,"1,514.3","1,512.0",357.2,0.0,0.0,0.0,0.0,0.0,0.0,"$19,891.02","$3,978.20",$56.83,545.2,503.8,510.3242355,0.002209359,1.6
P003-002971,Terminado,4.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LPR-04
VIADUCTO MATADERO
TRAMO 03
PRL321A_0001
PRL315C_0001
PRL316C_0001
PRL317C_0001
PRL318C_0001
PRL319C_0001
PRL320C_0001
PRL321C_0001
EJE 18-19
",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/10/25,6:09:25 PM,470.2,471.0,22.1,39.4,39.5,"2,878.3",18.4,18.4,"1,703.1","4,558.5","4,443.0","3,185.8","2,585.0","2,559.0","9,775.4","2,181.7","2,260.0",735.6,"1,423.5","1,467.0",346.6,0.0,0.0,0.0,0.0,0.0,0.0,"$18,646.88","$3,967.42",$53.28,544.5,503.8,510.3242355,0.002076797,1.6
P003-002972,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0008
EJE V03-31",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/10/25,6:41:45 PM,651.4,652.0,30.5,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,387.2","5,299.0","3,799.6","3,900.0","3,938.0","15,043.2","2,852.0","2,922.0",951.1,"1,501.4","1,560.0",368.6,0.0,0.0,0.0,0.0,0.0,0.0,"$25,953.24","$4,325.54",$47.19,656.3,503.8,510.3242355,0.002651231,1.2
P003-002973,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0008
EJE V03-31",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/10/25,6:53:23 PM,666.3,667.0,31.2,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,372.3","5,284.0","3,788.8","3,900.0","3,916.0","14,959.1","2,852.0","2,918.0",949.8,"1,501.4","1,631.0",385.3,0.0,0.0,0.0,0.0,0.0,0.0,"$25,874.62","$4,312.44",$47.04,652.7,503.8,510.3242355,0.002651231,1.2
P003-002974,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0008
EJE V03-31",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/10/25,7:04:13 PM,666.3,681.0,31.9,46.6,46.7,"3,406.8",25.1,25.3,"2,337.3","5,372.3","5,314.0","3,810.3","3,900.0","3,963.0","15,138.7","2,852.0","2,908.0",946.6,"1,501.4","1,618.0",382.3,0.0,0.0,0.0,0.0,0.0,0.0,"$26,053.80","$4,342.30",$47.37,660.5,503.8,510.3242355,0.002651231,1.2
P003-002975,Terminado,4.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"F2-M2
VIADUCTO TIJUANA
VIADUCTO 03
CAB3001_0008
EJE V03-31",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/10/25,7:14:58 PM,488.2,489.0,22.9,33.5,33.6,"2,449.8",18.1,18.2,"1,685.0","3,839.5","3,778.0","2,709.0","2,795.0","2,792.0","10,665.4","2,043.9","2,129.0",693.0,"1,076.0","1,066.0",251.8,0.0,0.0,0.0,0.0,0.0,0.0,"$18,476.93","$4,296.96",$33.59,649.3,503.8,510.3242355,0.001900049,1.2
P003-002976,Terminado,6.40,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0018
686MTT012_0026
686MTT012_0035
686MTT013_0023
686MTT016_0013
686MTT016_0025
686MTT017_0021
686MTT017_0022",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/11/25,5:48:13 AM,"1,223.4","1,224.0",57.3,0.0,0.0,0.0,8.7,8.9,824.4,"4,140.3","4,093.0","2,934.8","3,520.0","3,474.0","13,270.7",0.0,0.0,0.0,"6,431.5","6,372.0","1,505.4",0.0,0.0,0.0,21.1,0.0,0.0,"$18,592.61","$2,905.09",$53.12,542.8,503.8,510.3242355,0.002827979,1.6
P003-002977,Terminado,3.40,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0018
686MTT012_0026
686MTT012_0035
686MTT013_0023
686MTT016_0013
686MTT016_0025
686MTT017_0021
686MTT017_0022",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/11/25,7:00:07 AM,649.9,650.0,30.4,0.0,0.0,0.0,4.7,4.7,434.8,"2,199.5","2,179.0","1,562.4","1,870.0","1,865.0","7,124.3",0.0,0.0,0.0,"3,416.7","3,439.0",812.5,0.0,0.0,0.0,11.2,0.0,0.0,"$9,964.47","$2,930.73",$28.47,548.5,503.8,510.3242355,0.001502364,1.6
P003-002978,Terminado,7.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0018
686MTT012_0026
686MTT012_0035
686MTT013_0023
686MTT016_0013
686MTT016_0025
686MTT017_0021
686MTT017_0022",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/11/25,11:17:19 AM,"1,373.6","1,374.0",64.4,0.0,0.0,0.0,9.6,9.7,896.9,"4,493.0","4,441.0","3,184.4","3,850.0","3,832.0","14,638.2",0.0,0.0,0.0,"7,034.4","7,000.0","1,653.8",0.0,0.0,0.0,23.1,0.0,0.0,"$20,437.56","$2,919.65",$58.39,547.4,503.8,510.3242355,0.003093102,1.6
P003-002980,Terminado,7.20,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-03
NAVE ALAMAR
686MTT012_0018
686MTT012_0026
686MTT012_0035
686MTT013_0023
686MTT016_0013
686MTT016_0025
686MTT017_0021
686MTT017_0022",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/11/25,2:52:43 PM,"1,435.6","1,436.0",67.3,0.0,0.0,0.0,9.9,10.0,924.0,"4,598.6","4,552.0","3,264.0","3,960.0","3,969.0","15,161.6",0.0,0.0,0.0,"7,235.4","7,204.0","1,701.9",0.0,0.0,0.0,23.8,0.0,0.0,"$21,118.77","$2,933.16",$60.34,551.3,503.8,510.3242355,0.003181477,1.6
P003-002979,Terminado,8.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,PISTA TECNOSPAN,PISTA TECNOSPAN,20000008,10000008,5-250-2-R-28-18-D-2-000-C,250.00,"PISTA TECNOSPAN
IMPLEMENTACIONES
ADECUACION DE BASE
LPR-08",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/11/25,1:38:37 PM,"1,578.0","1,579.0",74.0,0.0,0.0,0.0,0.0,0.0,0.0,"6,796.6","6,743.0","4,835.0","2,680.0","2,651.0","10,126.8","2,700.0","2,746.0",893.8,"4,909.4","4,893.0","1,156.0",7.5,0.0,0.0,17.6,0.0,0.0,"$17,085.55","$2,135.69",$68.34,331.4,503.8,510.3242355,0.003534974,1.3
P003-002981,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4103_0001
EJ 1-2",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/11/25,3:04:51 PM,654.2,655.0,30.7,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,451.1","5,410.0","3,879.2","3,900.0","3,902.0","14,905.6","4,256.7","4,293.0","1,397.4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,973.16","$4,328.86",$47.22,650.3,503.8,510.3242355,0.002651231,1.2
P003-002982,Terminado,6.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4103_0001
EJ 1-2",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/11/25,3:16:15 PM,730.5,770.0,36.1,52.1,52.2,"3,806.8",28.2,28.3,"2,618.1","6,087.1","6,011.0","4,310.1","4,355.0","4,392.0","16,777.4","4,753.3","4,786.0","1,557.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$29,106.36","$4,344.23",$52.92,655.5,503.8,510.3242355,0.002960541,1.2
P003-002983,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4103_0001
EJ 1-2",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/11/25,3:27:56 PM,689.6,730.0,34.2,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,415.7","5,432.0","3,894.9","3,900.0","3,956.0","15,111.9","4,256.7","4,288.0","1,395.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,197.10","$4,366.18",$47.63,659.3,503.8,510.3242355,0.002651231,1.2
P003-002984,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4103_0001
EJ 1-2",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/11/25,3:44:07 PM,730.0,755.0,35.4,46.6,46.7,"3,406.8",25.1,25.3,"2,337.3","5,375.3","5,311.0","3,808.2","3,900.0","3,967.0","15,153.9","4,256.7","4,317.0","1,405.2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,146.77","$4,357.80",$47.54,661.2,503.8,510.3242355,0.002651231,1.2
P003-002985,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO TIJUANA
VIADUCTO 04
TNU4122_0001
EJE 4-5",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/11/25,4:14:20 PM,859.2,860.0,40.3,50.6,50.8,"3,699.7",27.3,27.4,"2,536.6","5,768.5","5,750.0","4,123.0","4,225.0","4,196.0","16,028.7","4,597.8","4,624.0","1,505.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$27,933.31","$4,297.43",$50.79,645.5,503.8,510.3242355,0.002872166,1.2
P003-002986,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO TIJUANA
VIADUCTO 04
TNU4122_0001
EJE 4-5",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/11/25,4:27:01 PM,875.6,876.0,41.0,50.6,50.8,"3,699.7",27.3,27.4,"2,536.6","5,752.1","5,706.0","4,091.4","4,225.0","4,216.0","16,105.1","4,597.8","4,632.0","1,507.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$27,981.51","$4,304.85",$50.88,648.6,503.8,510.3242355,0.002872166,1.2
P003-002987,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO TIJUANA
VIADUCTO 04
TNU4122_0001
EJE 4-5",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/11/25,4:39:28 PM,875.6,876.0,41.0,50.6,50.8,"3,699.7",27.3,27.4,"2,536.6","5,752.1","5,712.0","4,095.7","4,225.0","4,227.0","16,147.1","4,597.8","4,628.0","1,506.4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,026.53","$4,311.77",$50.96,650.3,503.8,510.3242355,0.002872166,1.2
P003-002988,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO TIJUANA
VIADUCTO 04
TNU4122_0001
EJE 4-5",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/11/25,4:50:20 PM,875.6,876.0,41.0,50.6,50.8,"3,699.7",27.3,27.4,"2,536.6","5,752.1","5,731.0","4,109.3","4,225.0","4,188.0","15,998.2","4,597.8","4,637.0","1,509.3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$27,894.11","$4,291.40",$50.72,644.3,503.8,510.3242355,0.002872166,1.2
P003-002989,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000100,10000110,1-550-1-1-814-E70-B-2-DIA,550.00,"LPR-07
VIADUCTO TIJUANA
VIADUCTO 03
LTT3010_0004
LTT3010_0005
Eje 36_37
LTT3209_0001
LTT3210_000
EJE 42
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/11/25,5:08:07 PM,870.1,871.0,40.8,50.6,50.8,"3,699.7",29.5,29.6,"2,735.9","5,757.6","5,808.0","4,164.6","4,225.0","4,233.0","16,170.1","4,597.8","4,654.0","1,514.9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,325.82","$4,357.82",$51.50,651.2,503.8,510.3242355,0.002872166,1.2
P003-002990,Cancelado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000100,10000110,1-550-1-1-814-E70-B-2-DIA,550.00,"LPR-07
VIADUCTO TIJUANA
VIADUCTO 03
LTT3010_0004
LTT3010_0005
Eje 36_37
LTT3209_0001
LTT3210_000
EJE 42
",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/11/25,5:19:25 PM,864.7,842.0,39.4,50.6,50.7,"3,692.5",29.5,29.6,"2,735.9","5,763.1","5,775.0","4,140.9","4,225.0","3,674.0","14,034.7","4,597.8","4,632.0","1,507.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,151.12","$4,023.25",$47.55,565.2,503.8,510.3242355,0.002872166,1.0
P003-002991,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000100,10000110,1-550-1-1-814-E70-B-2-DIA,550.00,"LPR-07
VIADUCTO TIJUANA
VIADUCTO 03
LTT3010_0004
LTT3010_0005
Eje 36_37
LTT3209_0001
LTT3210_000
EJE 42
",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/11/25,5:34:12 PM,777.9,778.0,36.4,46.7,46.8,"3,414.0",27.3,27.3,"2,527.5","5,340.0","5,287.0","3,791.0","3,900.0","3,911.0","14,940.0","4,244.1","4,293.0","1,397.4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,106.29","$4,351.05",$47.47,651.8,503.8,510.3242355,0.002651231,1.2
P003-002992,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000100,10000110,1-550-1-1-814-E70-B-2-DIA,550.00,"LPR-07
VIADUCTO TIJUANA
VIADUCTO 03
LTT3010_0004
LTT3010_0005
Eje 36_37
LTT3209_0001
LTT3210_000
EJE 42
",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/11/25,5:48:57 PM,777.9,778.0,36.4,46.7,46.8,"3,414.0",27.3,27.3,"2,527.5","5,340.0","5,292.0","3,794.6","3,900.0","3,900.0","14,898.0","4,244.1","4,277.0","1,392.2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,062.65","$4,343.77",$47.39,650.0,503.8,510.3242355,0.002651231,1.2
P003-002993,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000100,10000110,1-550-1-1-814-E70-B-2-DIA,550.00,"LPR-07
VIADUCTO TIJUANA
VIADUCTO 03
LTT3010_0004
LTT3010_0005
Eje 36_37
LTT3209_0001
LTT3210_000
EJE 42
",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/11/25,6:01:20 PM,842.8,843.0,39.5,50.6,50.8,"3,699.7",29.5,29.6,"2,735.9","5,785.0","5,802.0","4,160.2","4,225.0","4,170.0","15,929.4","4,597.8","4,625.0","1,505.4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,070.11","$4,318.48",$51.04,641.5,503.8,510.3242355,0.002872166,1.2
P003-002994,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000100,10000110,1-550-1-1-814-E70-B-2-DIA,550.00,"LPR-07
VIADUCTO TIJUANA
VIADUCTO 03
LTT3010_0004
LTT3010_0005
Eje 36_37
LTT3209_0001
LTT3210_000
EJE 42
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/11/25,6:38:42 PM,777.9,284.0,13.3,46.7,46.8,"3,414.0",27.3,27.3,"2,527.5","5,340.0","5,305.0","3,803.9","3,900.0","3,860.0","14,745.2","4,244.1","4,300.0","1,399.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,903.52","$4,317.25",$47.10,643.3,503.8,510.3242355,0.002651231,1.2
P003-002995,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000100,10000110,1-550-1-1-814-E70-B-2-DIA,550.00,"LPR-07
VIADUCTO TIJUANA
VIADUCTO 03
LTT3010_0004
LTT3010_0005
Eje 36_37
LTT3209_0001
LTT3210_000
EJE 42
",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/11/25,7:00:47 PM,777.9,768.0,36.0,46.6,46.7,"3,406.8",27.2,27.3,"2,527.5","5,340.0","5,317.0","3,812.5","3,900.0","3,933.0","15,024.1","4,244.1","4,278.0","1,392.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,199.35","$4,366.56",$47.64,655.5,503.8,510.3242355,0.002651231,1.2
P003-002996,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000100,10000110,1-550-1-1-814-E70-B-2-DIA,550.00,"LPR-07
VIADUCTO TIJUANA
VIADUCTO 03
LTT3010_0004
LTT3010_0005
Eje 36_37
LTT3209_0001
LTT3210_000
EJE 42
",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/11/25,7:12:40 PM,767.8,768.0,36.0,46.7,46.8,"3,414.0",27.3,27.3,"2,527.5","5,350.1","5,311.0","3,808.2","3,900.0","3,849.0","14,703.2","4,244.1","4,311.0","1,403.2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,892.05","$4,315.34",$47.08,641.5,503.8,510.3242355,0.002651231,1.2
P003-002997,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
VIADUCTO 04
TNU4225_0001
EJE 12-13",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/11/25,9:58:28 PM,752.7,753.0,35.3,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,365.2","5,341.0","3,829.7","3,900.0","3,909.0","14,932.4","4,244.1","4,282.0","1,393.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,951.44","$4,325.24",$47.18,651.5,503.8,510.3242355,0.002651231,1.2
